Media Source,Tweet,Created At,Tweets Ago,Compound,Positive,Neutral,Negative
@CNN,At least 384 are dead and hundreds injured after a tsunami and earthquake in Indonesia https://t.co/6QMEFJopLb https://t.co/IYCYKfCIUU,Sat Sep 29 16:00:10 +0000 2018,65,-0.7906,0.0,0.667,0.333
@CNN,"Leland Ingham Keyser, a friend of Christine Blasey Ford, is not refuting Ford's allegation and will cooperate with… https://t.co/TJafi07Kia",Sat Sep 29 15:46:07 +0000 2018,66,0.4939,0.158,0.842,0.0
@CNN,Typhoon Trami is unleashing heavy winds and rain on southern Japan as it slowly marches toward the nation's main is… https://t.co/6mrQrfOpXW,Sat Sep 29 15:17:19 +0000 2018,67,0.0,0.0,1.0,0.0
@CNN,"A Mediterranean diet -- rich in vegetables, fruits, nuts and fish -- could help lower a person's risk of depression… https://t.co/qsWWdCkbp1",Sat Sep 29 14:01:06 +0000 2018,68,0.1779,0.234,0.52,0.245
@CNN,Shockwaves from the massive bombing raids during World War II reached the edge of space and weakened the Earth's up… https://t.co/8KgMQNawGx,Sat Sep 29 13:46:06 +0000 2018,69,-0.7003,0.055,0.703,0.242
@CNN,Former presidential candidate Hillary Clinton made a surprise appearance in the first episode of the 'Murphy Brown'… https://t.co/4LW4920YfF,Sat Sep 29 13:31:00 +0000 2018,70,0.2732,0.116,0.884,0.0
@CNN,"Is Emmanuel Macron the new Tony Blair -- lauded abroad, mocked at home? | Analysis by CNN's Melissa Bell… https://t.co/Qss2RgsvMs",Sat Sep 29 13:16:03 +0000 2018,71,-0.3182,0.0,0.887,0.113
@CNN,"A dog lost part of her skull to cancer, so researchers 3D-printed a plate to replace it https://t.co/SxpvzKORbT https://t.co/UESQOryY0Y",Sat Sep 29 13:01:12 +0000 2018,72,-0.7717,0.0,0.691,0.309
@CNN,"""Millions of Americans could follow live something that looked like a search for truth, but only on the surface. ..… https://t.co/nAkVIZdR96",Sat Sep 29 12:46:06 +0000 2018,73,0.34,0.159,0.841,0.0
@CNN,A long-lost warship has been discovered off the coast of China after an extensive hunt to track down relics from fr… https://t.co/NLz9VFBdx5,Sat Sep 29 12:31:00 +0000 2018,74,-0.1779,0.0,0.922,0.078
@CNN,One of the women who confronted Sen. Jeff Flake in a Capitol elevator Friday said she hopes other Republican senato… https://t.co/GL6sJnfjpG,Sat Sep 29 12:16:05 +0000 2018,75,0.25,0.124,0.796,0.08
@CNN,"Instagram-friendly food. Yes, please. #NoFilter. Travel to Asturias, Spain on an all-new #PartsUnknown, Sunday at 9… https://t.co/4uAoNu4idr",Sat Sep 29 12:00:24 +0000 2018,76,0.6124,0.25,0.75,0.0
@CNN,Jeff Flake's moment: How a reliable conservative cast Brett Kavanaugh's Supreme Court confirmation into doubt… https://t.co/DIRC09z8tk,Sat Sep 29 11:46:03 +0000 2018,77,0.5574,0.205,0.795,0.0
@CNN,Meet DJ Switch: A 10-year-old girl from Ghana who wants to be a gynecologist when she grows up. Erica Armah Bra-Bul… https://t.co/PyxMF661f6,Sat Sep 29 11:31:00 +0000 2018,78,0.0,0.0,1.0,0.0
@CNN,An American flag shown on a livestream as it was shredded by the fury of Hurricane Florence is being auctioned to h… https://t.co/8WsJqWsBnN,Sat Sep 29 11:16:02 +0000 2018,79,-0.5719,0.0,0.85,0.15
@CNN,Cutting-edge research on an ancient mummy shows that Egyptians were embalming bodies in prehistoric times https://t.co/GwmUQHSQW0,Sat Sep 29 11:01:05 +0000 2018,80,0.0,0.0,1.0,0.0
@CNN,This Ohio town celebrated Christmas a few months early this year for a 2-year-old with brain cancer… https://t.co/FIO0Ia2eWO,Sat Sep 29 11:01:00 +0000 2018,81,0.5719,0.198,0.802,0.0
@CNN,"An estimated 80,000 Americans died of flu and its complications last winter, the CDC says, making it the deadliest… https://t.co/S9vUosYzPB",Sat Sep 29 10:46:02 +0000 2018,82,-0.7351,0.0,0.744,0.256
@CNN,SiriusXM is buying Pandora in a $3.5 billion all-stock deal. The deal will create the world's largest audio enterta… https://t.co/pBImRwJDun,Sat Sep 29 10:31:00 +0000 2018,83,0.2732,0.104,0.896,0.0
@CNN,4-year-old Florence didn't like sharing her name with a bad hurricane. So she did something about it.… https://t.co/xyubP5kQJJ,Sat Sep 29 10:16:23 +0000 2018,84,-0.7871,0.0,0.638,0.362
@CNN,"A newly discovered dinosaur species that's believed to have weighed 26,000 pounds was the largest land animal of it… https://t.co/9ECuIOr32E",Sat Sep 29 10:01:03 +0000 2018,85,0.0,0.0,1.0,0.0
@CNN,A health crisis turned this Trump voter into a Democrat supporter https://t.co/6fbxhN0Gq3 https://t.co/Pa6ykEVDGy,Sat Sep 29 09:46:06 +0000 2018,86,-0.4588,0.138,0.592,0.27
@CNN,"This 7-year-old girl wowed a crowd with a stunning rendition of the ""Star-Spangled Banner"" https://t.co/pSUda8DlDK",Sat Sep 29 09:31:00 +0000 2018,87,0.7351,0.36,0.64,0.0
@CNN,"Researchers used a gene editing tool to wipe out a population of malaria-carrying mosquitoes in a lab, raising the… https://t.co/8CBwo1R2MV",Sat Sep 29 09:16:04 +0000 2018,88,0.0,0.0,1.0,0.0
@CNN,Here's what Jeff Flake just did -- and what it means for Brett Kavanaugh | Analysis by @CillizzaCNN… https://t.co/JCySrc71ZI,Sat Sep 29 09:01:04 +0000 2018,89,0.0,0.0,1.0,0.0
@CNN,Tom Hanks is ready to be your neighbor -- as Mister Rogers in an upcoming and as-yet-untitled film about the childr… https://t.co/7eSkMCA6HC,Sat Sep 29 08:46:05 +0000 2018,90,0.3612,0.106,0.894,0.0
@CNN,Rescuers scrambled to find survivors after a powerful earthquake hit the Indonesian island of Sulawesi and triggere… https://t.co/7RA9NcPQgT,Sat Sep 29 08:32:00 +0000 2018,91,0.4215,0.149,0.851,0.0
@CNN,Watch a rare gulper eel change its shape right before your eyes -- a unique method it uses to intimidate predators… https://t.co/nzC3Cnofq9,Sat Sep 29 08:31:00 +0000 2018,92,-0.2023,0.0,0.913,0.087
@CNN,The first case of rat hepatitis E has been discovered in a human https://t.co/lvjXReLtiT https://t.co/lX83xliAkt,Sat Sep 29 08:16:02 +0000 2018,93,0.0,0.0,1.0,0.0
@CNN,"He was the only one in his family to survive the Holocaust, and he's pushing Oregon state legislators to mandate th… https://t.co/WzvGKIqO9Q",Sat Sep 29 08:01:06 +0000 2018,94,0.0,0.0,1.0,0.0
@CNN,"With six months to go before Britain formally leaves the European Union, Brexit has never looked more baffling | An… https://t.co/LyMCpo7ZsR",Sat Sep 29 07:46:06 +0000 2018,95,0.0,0.0,1.0,0.0
@CNN,"She learned to swim at age 50 and now has 271 medals. Oh, and she's blind. https://t.co/6aE9ZfLp25 https://t.co/enpatLCJkN",Sat Sep 29 07:31:00 +0000 2018,96,-0.4019,0.0,0.863,0.137
@CNN,"China challenges Trump, saying the country will not be ""blackmailed or yield to pressure"" on trade… https://t.co/gioWFMYrzQ",Sat Sep 29 07:16:06 +0000 2018,97,-0.2263,0.07,0.811,0.119
@CNN,Residents in a community north of St. Louis got some news this week they've long wanted to hear. Radioactive materi… https://t.co/iKftNAfkCR,Sat Sep 29 07:06:02 +0000 2018,98,0.0,0.0,1.0,0.0
@CNN,"Scientists may have uncovered an entire new whale species that lived millions of years ago. 

Bones found at a land… https://t.co/CPEci8kHtP",Sat Sep 29 07:01:07 +0000 2018,99,0.0,0.0,1.0,0.0
@CNN,Alexandria Ocasio-Cortez and Bernie Sanders are two of the biggest names in Democratic politics. Watch The Point wi… https://t.co/LU0hTZLkS6,Sat Sep 29 06:46:02 +0000 2018,100,0.0,0.0,1.0,0.0
@Fox,"RT @fox: 🚨 @calibreapp is hiring (remote). @benschwarz is one of the most passionate people, deeply caring about building a sustainable, in…",Thu Sep 27 22:42:30 +0000 2018,1,0.8012,0.255,0.745,0.0
@Fox,"If you’re interested in building a more welcoming Web, web performance, user experience, contributing in many areas… https://t.co/DEjPCYO61S",Wed Sep 26 00:47:03 +0000 2018,2,0.7089,0.282,0.718,0.0
@Fox,"🚨 @calibreapp is hiring (remote). @benschwarz is one of the most passionate people, deeply caring about building a… https://t.co/TvvTzTKtJz",Wed Sep 26 00:44:28 +0000 2018,3,0.8012,0.274,0.726,0.0
@Fox,"RT @lehudgins: ""I don't believe in equal opportunity offense because there isn't equal opportunity."" -@harikondabolu

#xoxofest2018",Mon Sep 10 15:57:26 +0000 2018,4,0.2023,0.149,0.745,0.106
@Fox,RT @GermanCityGirl: “There’s no goddamned thought police or so many white men would be arrested by now.” - @harikondabolu #XOXOFest #xoxo,Mon Sep 10 15:57:15 +0000 2018,5,-0.7964,0.0,0.677,0.323
@Fox,RT @jina: I'm tired of people saying that CSS is a useless skill to have. I built up my whole career around it and I'm proud of the work I'…,Sun Sep 09 23:03:46 +0000 2018,6,-0.3818,0.092,0.74,0.169
@Fox,RT @femfreq: Great advice from @ContraPoints 😂😉 #XOXOFest #xoxo https://t.co/JxCOcxLNQ7,Sat Sep 08 23:41:17 +0000 2018,7,0.6249,0.313,0.687,0.0
@Fox,"After so many years, I’m finally here, ready to undeniably be blown away. 💙 @andymcmillan and @waxpancake for bring… https://t.co/j0vihTKMTN",Fri Sep 07 02:23:15 +0000 2018,8,0.3612,0.111,0.889,0.0
@Fox,@jennschiffer hi Jenn look right,Fri Sep 07 01:57:50 +0000 2018,9,0.0,0.0,1.0,0.0
@Fox,"@ohhoe @alicegoldfuss pok pok, bollywood theather, woodsman tavern, harlow, good coffee, coava coffee, stumptown, s… https://t.co/aHWKgPpSTR",Wed Sep 05 21:35:33 +0000 2018,10,0.4404,0.162,0.838,0.0
@Fox,@paulozoom the only suitable plan seems to be ice cream?,Wed Sep 05 21:32:37 +0000 2018,11,0.0,0.0,1.0,0.0
@Fox,@alicegoldfuss @ohhoe here to provide recommendations if anyone needs some! especially in SE ✌🏻,Wed Sep 05 21:29:31 +0000 2018,12,0.5411,0.17,0.83,0.0
@Fox,@paulozoom I see you creepin’ in the SE 👋🏻,Wed Sep 05 21:28:35 +0000 2018,13,0.4939,0.225,0.775,0.0
@Fox,@mrmrs_ I got u https://t.co/rWaFh4GOaW,Wed Sep 05 15:42:48 +0000 2018,14,0.0,0.0,1.0,0.0
@Fox,@amelielamont 🙋🏻,Tue Sep 04 17:44:58 +0000 2018,15,0.4939,0.348,0.652,0.0
@Fox,"@justkelly_ok omg, see you there!",Mon Sep 03 23:11:00 +0000 2018,16,0.0,0.0,1.0,0.0
@Fox,"I can’t even begin to grasp how many amazing people are going to be at @xoxo later this week. So excited!

Say hi, don’t be a stranger! 👋🏻💖",Mon Sep 03 22:37:42 +0000 2018,17,0.8176,0.238,0.762,0.0
@Fox,"RT @css: A new Chrome feature dubbed ""Blink LazyLoad"" is designed to dramatically improve performance by deferring the load of below-the-fo…",Thu Aug 30 00:10:58 +0000 2018,18,0.296,0.128,0.796,0.075
@Fox,"I’m so happy I work at a company that deeply cares about, tracks, stays humble and makes no excuses for pitfalls in… https://t.co/IgZJlMkP07",Fri Aug 24 00:29:24 +0000 2018,19,0.7258,0.265,0.655,0.08
@Fox,"RT @fox: 👋🏻I’m selling a bit of Apple gear in excellent condition, Melbourne only. Retweets welcome. Reply or email if you’re interested.…",Wed Aug 22 03:39:28 +0000 2018,20,0.7717,0.261,0.739,0.0
@Fox,"RT @fox: 🚨 @calibreapp is hiring (remote). @benschwarz is one of the most passionate people, deeply caring about building a sustainable, in…",Thu Sep 27 22:42:30 +0000 2018,21,0.8012,0.255,0.745,0.0
@Fox,"If you’re interested in building a more welcoming Web, web performance, user experience, contributing in many areas… https://t.co/DEjPCYO61S",Wed Sep 26 00:47:03 +0000 2018,22,0.7089,0.282,0.718,0.0
@Fox,"🚨 @calibreapp is hiring (remote). @benschwarz is one of the most passionate people, deeply caring about building a… https://t.co/TvvTzTKtJz",Wed Sep 26 00:44:28 +0000 2018,23,0.8012,0.274,0.726,0.0
@Fox,"RT @lehudgins: ""I don't believe in equal opportunity offense because there isn't equal opportunity."" -@harikondabolu

#xoxofest2018",Mon Sep 10 15:57:26 +0000 2018,24,0.2023,0.149,0.745,0.106
@Fox,RT @GermanCityGirl: “There’s no goddamned thought police or so many white men would be arrested by now.” - @harikondabolu #XOXOFest #xoxo,Mon Sep 10 15:57:15 +0000 2018,25,-0.7964,0.0,0.677,0.323
@Fox,RT @jina: I'm tired of people saying that CSS is a useless skill to have. I built up my whole career around it and I'm proud of the work I'…,Sun Sep 09 23:03:46 +0000 2018,26,-0.3818,0.092,0.74,0.169
@Fox,RT @femfreq: Great advice from @ContraPoints 😂😉 #XOXOFest #xoxo https://t.co/JxCOcxLNQ7,Sat Sep 08 23:41:17 +0000 2018,27,0.6249,0.313,0.687,0.0
@Fox,"After so many years, I’m finally here, ready to undeniably be blown away. 💙 @andymcmillan and @waxpancake for bring… https://t.co/j0vihTKMTN",Fri Sep 07 02:23:15 +0000 2018,28,0.3612,0.111,0.889,0.0
@Fox,@jennschiffer hi Jenn look right,Fri Sep 07 01:57:50 +0000 2018,29,0.0,0.0,1.0,0.0
@Fox,"@ohhoe @alicegoldfuss pok pok, bollywood theather, woodsman tavern, harlow, good coffee, coava coffee, stumptown, s… https://t.co/aHWKgPpSTR",Wed Sep 05 21:35:33 +0000 2018,30,0.4404,0.162,0.838,0.0
@Fox,@paulozoom the only suitable plan seems to be ice cream?,Wed Sep 05 21:32:37 +0000 2018,31,0.0,0.0,1.0,0.0
@Fox,@alicegoldfuss @ohhoe here to provide recommendations if anyone needs some! especially in SE ✌🏻,Wed Sep 05 21:29:31 +0000 2018,32,0.5411,0.17,0.83,0.0
@Fox,@paulozoom I see you creepin’ in the SE 👋🏻,Wed Sep 05 21:28:35 +0000 2018,33,0.4939,0.225,0.775,0.0
@Fox,@mrmrs_ I got u https://t.co/rWaFh4GOaW,Wed Sep 05 15:42:48 +0000 2018,34,0.0,0.0,1.0,0.0
@Fox,@amelielamont 🙋🏻,Tue Sep 04 17:44:58 +0000 2018,35,0.4939,0.348,0.652,0.0
@Fox,"@justkelly_ok omg, see you there!",Mon Sep 03 23:11:00 +0000 2018,36,0.0,0.0,1.0,0.0
@Fox,"I can’t even begin to grasp how many amazing people are going to be at @xoxo later this week. So excited!

Say hi, don’t be a stranger! 👋🏻💖",Mon Sep 03 22:37:42 +0000 2018,37,0.8176,0.238,0.762,0.0
@Fox,"RT @css: A new Chrome feature dubbed ""Blink LazyLoad"" is designed to dramatically improve performance by deferring the load of below-the-fo…",Thu Aug 30 00:10:58 +0000 2018,38,0.296,0.128,0.796,0.075
@Fox,"I’m so happy I work at a company that deeply cares about, tracks, stays humble and makes no excuses for pitfalls in… https://t.co/IgZJlMkP07",Fri Aug 24 00:29:24 +0000 2018,39,0.7258,0.265,0.655,0.08
@Fox,"RT @fox: 👋🏻I’m selling a bit of Apple gear in excellent condition, Melbourne only. Retweets welcome. Reply or email if you’re interested.…",Wed Aug 22 03:39:28 +0000 2018,40,0.7717,0.261,0.739,0.0
@Fox,"A friendly reminder that Guetzli, Google’s open source JPEG encoder, might be slower but can yield even up to 50% a… https://t.co/FN26irQYi8",Tue Aug 21 23:51:22 +0000 2018,41,0.2732,0.095,0.905,0.0
@Fox,"Lazy loading content can be a very powerful performance strategy. Unfortunately, often it’s complicated to implemen… https://t.co/ZHbSmxFB25",Mon Aug 20 23:03:43 +0000 2018,42,-0.204,0.147,0.619,0.233
@Fox,"👋🏻I’m selling a bit of Apple gear in excellent condition, Melbourne only. Retweets welcome. Reply or email if you’r… https://t.co/Kift5NHw9e",Mon Aug 20 00:00:09 +0000 2018,43,0.7717,0.283,0.717,0.0
@Fox,"@j2h @benschwarz I get off twitter and this is what happens? what is this bromance, Josh??? should I feel threatened? 😂",Thu Aug 09 04:56:06 +0000 2018,44,-0.264,0.128,0.674,0.198
@Fox,"We all need a bit of good news in those disturbing times—here’s where @goodgoodgood delivers. 

https://t.co/T5qhMKd4aY",Wed Aug 08 02:12:41 +0000 2018,45,-0.1027,0.151,0.677,0.172
@Fox,"I travel a bit and carefully choose where I stay, eat and go (uh, the designer struggle). I 😍 @sabrina’s… https://t.co/f43vmBg3DW",Wed Aug 08 02:10:53 +0000 2018,46,0.5423,0.2,0.8,0.0
@Fox,I’ve recently subscribed to @jkglei’s newsletter and never looked back. Love the focus on thoughtful technology and… https://t.co/m28bMmSEBV,Wed Aug 08 02:08:41 +0000 2018,47,-0.1945,0.118,0.728,0.153
@Fox,"If customer success, culture, growth and product are your jam, I couldn’t recommend @helpscout’s newsletters more.… https://t.co/8ji9mKMLeX",Wed Aug 08 02:07:07 +0000 2018,48,0.8316,0.404,0.596,0.0
@Fox,"I have been enjoying @intercom newsletters for product, marketing and startup tips. The quality has always been ama… https://t.co/fA9fw1KXIt",Wed Aug 08 01:59:38 +0000 2018,49,0.5267,0.167,0.833,0.0
@Fox,"The Daily Good from @thegoodtrade covers conscious, sustainable fashion, wellbeing, beauty, food, lifestyle and tra… https://t.co/qmAOyGcm9i",Wed Aug 08 01:57:04 +0000 2018,50,0.7717,0.324,0.676,0.0
@Fox,Friday is one of my favourite days because of @girlsnightinHQ. A perfect encapsulation of self-care and womanhood.… https://t.co/HhI1mGfXe8,Wed Aug 08 01:54:45 +0000 2018,51,0.5719,0.188,0.812,0.0
@Fox,"I love @offscreenmag Dispatch. Great productivity tools, services and design objects all wrapped up in a lovely des… https://t.co/lR8tsWKGNw",Wed Aug 08 01:50:21 +0000 2018,52,0.9201,0.464,0.536,0.0
@Fox,Here are my favourite newsletters (it’s now the primary way I discover content as I’ve mostly ditched reading social media). ↓,Wed Aug 08 01:48:16 +0000 2018,53,0.0,0.0,1.0,0.0
@Fox,RT @6Gems: Black women are paid 38% less than white men. I support equal pay—because #38PercentCounts. https://t.co/mXFOdcL8Q3,Tue Aug 07 23:32:22 +0000 2018,54,0.4019,0.153,0.847,0.0
@Fox,"If you’re up for a conference-grade talk about UX and groundbreaking performance strategies, come to see… https://t.co/x2sghiw62F",Tue Aug 07 23:32:15 +0000 2018,55,0.0,0.0,1.0,0.0
@Fox,"RT @Calibreapp: Scheduler 2.0

Our longest standing feature request was to improve Calibre’s test scheduler. That’s exactly what we’ve done…",Tue Aug 07 23:28:56 +0000 2018,56,0.4404,0.132,0.868,0.0
@Fox,"RT @fox: Hey #dddperth, here are the slides with all the references from my keynote about building a welcoming, ethical Web! Transcript com…",Tue Aug 07 23:06:06 +0000 2018,57,0.7574,0.245,0.755,0.0
@Fox,"@LNRBLB thank you, Eleanor! 🎉",Sat Aug 04 03:47:44 +0000 2018,58,0.6696,0.579,0.421,0.0
@Fox,@cckate thank you! 💖,Sat Aug 04 03:27:03 +0000 2018,59,0.6114,0.625,0.375,0.0
@Fox,"Hey #dddperth, here are the slides with all the references from my keynote about building a welcoming, ethical Web!… https://t.co/hPilGINzyI",Sat Aug 04 03:12:25 +0000 2018,60,0.7574,0.276,0.724,0.0
@Fox,"@Chisa omg, this is so great! thank you, Teresa! 😍",Sat Aug 04 03:05:32 +0000 2018,61,0.9119,0.537,0.463,0.0
@Fox,RT @andreabedini: I am extremely grateful to @fox for showing me today how technology became anti-human while we weren’t paying attention.…,Sat Aug 04 03:04:39 +0000 2018,62,0.5095,0.148,0.852,0.0
@Fox,"@andreabedini thank you, Andrea! I’m glad you’ve found it useful!",Sat Aug 04 03:04:32 +0000 2018,63,0.8395,0.562,0.438,0.0
@Fox,"@evandotly thank you, Evan! 🌸",Sat Aug 04 03:03:40 +0000 2018,64,0.4199,0.358,0.642,0.0
@Fox,RT @msandfor: #dddperth We must build ethical thinking into the way we build software https://t.co/F4QKYOVT1p,Sat Aug 04 03:03:16 +0000 2018,65,0.5106,0.191,0.809,0.0
@Fox,RT @MichelePlayfair: Thread ☝️☝️ 8 principles of ethics in tech from @fox at #DDDPerth 👏,Sat Aug 04 03:03:07 +0000 2018,66,0.0,0.0,1.0,0.0
@Fox,@samwilson yes :),Sat Aug 04 03:02:36 +0000 2018,67,0.6908,0.851,0.149,0.0
@Fox,"RT @Amys_Kapers: Until anyone can survive and thrive on the web, no matter their background, gender, ethnicity, etc, the web isn't a welcom…",Sat Aug 04 03:01:15 +0000 2018,68,-0.2732,0.047,0.858,0.094
@Fox,RT @MichelePlayfair: . @fox dropping the keynote truth bombs at #dddperth https://t.co/RKAgOSozMB,Sat Aug 04 03:00:55 +0000 2018,69,0.3182,0.187,0.813,0.0
@Fox,"RT @Mandy_Kerr: “Disruption isn’t a getaway free card to bypass laws, freedoms, moral compass, civil rights and human protections” - @fox #…",Sat Aug 04 03:00:48 +0000 2018,70,0.6705,0.234,0.766,0.0
@Fox,RT @Chisa: TOO much good stuff from @Fox @dddperth #dddperth https://t.co/XVI1DHGQdd,Sat Aug 04 02:43:00 +0000 2018,71,0.4404,0.225,0.775,0.0
@Fox,RT @kylietimpani: I cannot applaud or amplify @fox’s message enough: the web is at a crisis point. Tech is unethical. Exclusionary. A platf…,Sat Aug 04 02:42:39 +0000 2018,72,-0.8714,0.0,0.632,0.368
@Fox,RT @Caiwrote: @fox laying down some truths #DDDPerth https://t.co/o2eJNcU5UQ,Sat Aug 04 02:42:17 +0000 2018,73,0.4215,0.259,0.741,0.0
@Fox,"RT @Mandy_Kerr: “Technology should be a mindful, quiet companion to our lives” - @fox #DDDPerth https://t.co/vB6wBAdqvr",Sat Aug 04 02:41:59 +0000 2018,74,0.0,0.0,1.0,0.0
@Fox,"RT @LJKenward: Opening #DDDPerth is the incredible @fox with Towards a welcoming Web.

The Pitfalls of Technology:

Move fast and break thi…",Sat Aug 04 02:41:51 +0000 2018,75,0.4404,0.127,0.873,0.0
@Fox,I forgot that Twitter is the epicentre of harassment and anxiety-inducing content. Back to sharing via Buffer and n… https://t.co/jiBOURbIKk,Fri Aug 03 08:49:38 +0000 2018,76,-0.1779,0.12,0.73,0.15
@Fox,"RT @evan_greer: Sarah Jeong is a badass &amp; reverse racism is not a thing
 Sarah Jeong is a badass &amp; reverse racism is not a thing
 Sarah Jeo…",Fri Aug 03 08:20:43 +0000 2018,77,-0.6597,0.145,0.606,0.248
@Fox,"It’s a privilege to be opening #dddperth tomorrow morning! Come and find out how to build an ethical, welcoming Web… https://t.co/eC1xTFZ3YR",Fri Aug 03 07:24:56 +0000 2018,78,0.8398,0.346,0.654,0.0
@Fox,RT @verge: A note from the editors of The Verge https://t.co/B3wF4dNukg https://t.co/fhgvH9WlkC,Fri Aug 03 07:21:15 +0000 2018,79,0.0,0.0,1.0,0.0
@Fox,"What are your favourite newsletters covering the following subjects: tech, design, front-end, culture, design objects, travel, well-being?",Thu Aug 02 04:10:03 +0000 2018,80,0.0,0.0,1.0,0.0
@Fox,"@soxyface Thank you, it was lovely meeting you! 💐",Wed Aug 01 22:42:57 +0000 2018,81,0.7644,0.485,0.515,0.0
@Fox,"@sentience Thank you! I really enjoyed yours too! 

I’m doing a 45-min version at @DDDPerth this weekend that has m… https://t.co/Drn3ODuLx2",Wed Aug 01 21:37:21 +0000 2018,82,0.7702,0.282,0.718,0.0
@Fox,@soxyface @MsJonesInSydney here are the slides with all the references. 🙇🏻‍♀️ I will publish a transcript next week! https://t.co/EcSUpoi0Rw,Wed Aug 01 06:18:32 +0000 2018,83,0.0,0.0,1.0,0.0
@Fox,@marcosc thank you! 🙇🏻‍♀️,Wed Aug 01 06:16:28 +0000 2018,84,0.4199,0.285,0.715,0.0
@Fox,"RT @MsJonesInSydney: The theme at #Code18 #CodeLeaders is strong! @fox is currently highlighting algorithmic bias, tech ethics and exclusio…",Wed Aug 01 06:13:13 +0000 2018,85,0.4926,0.163,0.773,0.064
@Fox,"@DivZero_ indeed, it’s all challenging and often depressing, but if we don’t take action it won’t get any better. i… https://t.co/lldW02OHPv",Wed Aug 01 06:12:58 +0000 2018,86,0.5187,0.206,0.721,0.072
@Fox,"So refreshing to hear @johnallsopp reminding about inclusion, diversity and sharing knowledge around these subjects… https://t.co/Ink4d4W7m5",Wed Aug 01 02:35:19 +0000 2018,87,0.4215,0.157,0.843,0.0
@Fox,"Well, @msjonesinsydney definitely knows how to drop the mic on horrifying diversity and inclusion stats. 

A fantas… https://t.co/GeLolnfgEm",Wed Aug 01 02:32:40 +0000 2018,88,-0.25,0.203,0.551,0.246
@Fox,@benschwarz nooo pressure whatsoever,Wed Aug 01 02:18:01 +0000 2018,89,-0.296,0.0,0.577,0.423
@Fox,That moment when a white guy says ”there aren’t many women developers” and you cross eyes with any other woman in t… https://t.co/033oMUbEl8,Wed Aug 01 02:03:31 +0000 2018,90,0.0,0.0,1.0,0.0
@Fox,@Mandy_Kerr the winds have been gracious,Wed Aug 01 01:53:15 +0000 2018,91,0.5574,0.419,0.581,0.0
@Fox,@soxyface thank you! I’m hydrating ⛲️,Tue Jul 31 23:27:35 +0000 2018,92,0.4199,0.358,0.642,0.0
@Fox,"I’ll be speaking at @webdirections Code Leaders today at 3.30pm (if I don’t lose my voice in the meantime 😂🤧).

Com… https://t.co/oh0yLrEE0F",Tue Jul 31 22:58:07 +0000 2018,93,-0.4019,0.0,0.881,0.119
@Fox,One of the reasons I’m so excited to be a part of @helpscout is the commitment to building an inclusive culture wit… https://t.co/6H6GDJ1TON,Thu Jul 19 22:21:10 +0000 2018,94,0.6924,0.222,0.778,0.0
@Fox,More Boston snaps. https://t.co/NCcWPSV8yX,Wed Jul 11 21:30:06 +0000 2018,95,0.0,0.0,1.0,0.0
@Fox,"RT @helpscout: Said it once, we'll keep saying it: we are thrilled to add you to the team @fox! 🦊 https://t.co/bKc6GSq6tR",Mon Jul 09 23:35:49 +0000 2018,96,0.4926,0.132,0.868,0.0
@Fox,"@mattopsahl lol, offensive",Mon Jul 09 20:12:02 +0000 2018,97,-0.0516,0.412,0.147,0.441
@Fox,"@tompedals yay, hello, hi! 👋🏻",Mon Jul 09 19:43:29 +0000 2018,98,0.784,0.496,0.504,0.0
@Fox,"@madalynrose thanks, Madalyn. 💖",Mon Jul 09 19:43:13 +0000 2018,99,0.6249,0.63,0.37,0.0
@Fox,"@andymcmillan weee, thank you!!",Mon Jul 09 19:43:04 +0000 2018,100,0.4738,0.507,0.493,0.0
@nytimes,"Train stations, some remade and others crumbling, reflect the trajectories of their towns and cities. See what we f… https://t.co/1SjefnRyYq",Sun Sep 30 09:41:43 +0000 2018,1,0.0,0.0,1.0,0.0
@nytimes,"“Bolivia starts producing wine where everybody else stops,"" said one Bolivian winemaker https://t.co/ibmK0JbEaN",Sun Sep 30 09:24:38 +0000 2018,2,0.0,0.0,1.0,0.0
@nytimes,"""Shock isn’t actually an emotion. It’s an amplification, or a performance, that masks the core reaction behind it —… https://t.co/k6KlzQ79Lf",Sun Sep 30 09:08:09 +0000 2018,3,-0.3818,0.0,0.874,0.126
@nytimes,"A year into the #MeToo movement, has the marketing machinery of the red carpet changed at all? (The early answer is… https://t.co/C9WU39FAfZ",Sun Sep 30 08:50:48 +0000 2018,4,0.0,0.0,1.0,0.0
@nytimes,"Consuming caffeine regularly may increase the ability to withstand pain, a small study suggests https://t.co/30KdfHy6bW",Sun Sep 30 08:34:27 +0000 2018,5,0.0772,0.243,0.582,0.175
@nytimes,No expensive equipment or fancy ingredients necessary https://t.co/R6IM2ySjhY,Sun Sep 30 08:17:26 +0000 2018,6,-0.296,0.0,0.761,0.239
@nytimes,36 Hours in Montreal: This cosmopolitan city gives you the chance to tour streets filled with vibrant street art an… https://t.co/alNBe3RN7B,Sun Sep 30 08:00:33 +0000 2018,7,0.6597,0.221,0.779,0.0
@nytimes,This artist's work challenges the idea that ceramics are necessarily delicate https://t.co/BEbo9fDV7o,Sun Sep 30 07:44:25 +0000 2018,8,0.128,0.2,0.8,0.0
